username,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
47metersdown,0.07177168,0.3262515,0.08281393,0.02358396,0.069798626,0.014696817,0.035591144,0.18360429,0.03063253,0.054090157,0.0297023,0.2420258,0.02580653,0.08263383,0.013997945,0.042309895,0.017924746,0.037502944,0.015572188,0.015211256
adogsjourneymovie,0.06525221,0.1437605,0.07169046,0.20684876,0.36939153,0.08951141,0.11090791,0.69984233,0.04945867,0.11711102,0.14833508,0.052950367,0.14724845,0.06366691,0.19877805,0.04963783,0.06235331,0.040506292,0.083092876,0.04460683
aftermathmovie,0.025099283,0.02854095,0.014950484,0.069129325,0.09521548,0.056612022,0.056603312,0.6062515,0.021062983,0.06900389,0.07769582,0.145646,0.060656954,0.12755933,0.07042702,0.039058905,0.028863981,0.12667145,0.037391935,0.024084195
aftermovie,0.5273117,0.043156825,0.00085083925,0.0037398024,0.023604976,0.13615036,0.010123954,0.075563304,0.0012654647,0.019319177,0.007458041,0.049320944,0.00502928,0.0161225,0.00337445,0.046007715,0.0024058244,0.33249474,0.0038971175,0.00768276
alitamovie,0.99587506,0.98277676,7.767005e-05,0.0001990749,1.4880724e-05,0.00046691656,0.0002312704,0.0042769574,3.45094e-05,0.0011157703,0.00014441017,5.8595175e-05,1.6994334e-05,5.234125e-07,2.523852e-06,0.9106372,8.383924e-06,0.0012134105,5.2646956e-05,7.871138e-05
angelhasfallen,0.27427477,0.34544933,0.045100823,0.05497836,0.16593634,0.068232745,0.06558648,0.21084285,0.03232294,0.12771887,0.06110305,0.06243285,0.049001027,0.026779119,0.055349994,0.08254394,0.017501922,0.047573764,0.03172245,0.027649976
angrybirdsmovie,0.07796726,0.9840896,0.6119365,0.002107697,0.96513355,0.0005787867,0.0016104562,0.055584483,0.0022089973,0.012416223,0.0005580944,0.0027238333,0.004060126,0.00049574574,0.003342119,0.0017410665,0.004101053,9.381636e-06,0.0008888502,0.0008500957
annabellemovie,0.010252922,0.0071817017,0.0006737245,0.0078124283,0.00083911116,0.0024632062,0.0139088845,0.38195232,0.0011767491,0.0045394464,0.024560044,0.05236673,0.0027420605,0.010440612,0.0020573442,0.31665596,0.0019193618,0.18597814,0.0033954792,0.0018513191
annamovie,0.4873861,0.044065546,0.0016262146,0.0048526023,0.042602807,0.14161971,0.02175881,0.050519716,0.0023461864,0.03249382,0.015296597,0.08549575,0.008117142,0.022323065,0.0070447177,0.07111177,0.0033683407,0.38632903,0.0058397083,0.011667612
apollo11movie,0.2585661,0.13999134,0.017280487,0.09352718,0.021673154,0.047044016,0.22671112,0.16962793,0.03907174,0.10670528,0.27854276,0.07055566,0.04799198,0.014558793,0.059269074,0.5196362,0.014357544,0.24516532,0.041530684,0.03083904
