filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
47metersdown_0.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_1.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_2.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_3.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_4.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_5.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_6.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_7.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_8.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_9.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_10.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_11.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_12.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_13.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_14.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_15.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_16.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_17.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_18.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_19.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_20.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_21.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_22.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_23.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_24.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_25.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_26.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_27.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
47metersdown_28.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
