username,acc,truth,top_n,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
21bridgesmovie.jpg,0.6666666666666666,"['Action', 'Crime', 'Drama']","['Action', 'Adventure', 'Crime']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47metersdown.jpg,0.6666666666666666,"['Adventure', 'Drama', 'Horror']","['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
abeautifuldaymovie.jpg,0.5,"['Biography', 'Drama']","['Romance', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
abominablemovie.jpg,1.0,"['Adventure', 'Animation', 'Comedy']","['Comedy', 'Animation', 'Adventure']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adastramovie.jpg,0.6666666666666666,"['Adventure', 'Drama', 'Mystery']","['Fantasy', 'Drama', 'Adventure']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
adogsjourneymovie.jpg,0.6666666666666666,"['Adventure', 'Comedy', 'Drama']","['Drama', 'Romance', 'Adventure']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
aftermathmovie.jpg,0.6666666666666666,"['Drama', 'Romance', 'War']","['Drama', 'Romance', 'History']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
aftermovie.jpg,0.0,"['Drama', 'Romance']","['Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahiddenlifefilm.jpg,1.0,"['Biography', 'Drama', 'War']","['Drama', 'War', 'Biography']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
alitamovie.jpg,1.0,"['Action', 'Adventure', 'Sci-Fi']","['Adventure', 'Action', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
amazinggracemov.jpg,0.5,"['Documentary', 'Music']","['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
angelhasfallen.jpg,1.0,"['Action', 'Thriller']","['Thriller', 'Action']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
angrybirdsmovie.jpg,1.0,"['Adventure', 'Animation', 'Comedy']","['Adventure', 'Comedy', 'Animation']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annabellemovie.jpg,1.0,"['Horror', 'Mystery', 'Thriller']","['Horror', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
annamovie.jpg,0.0,"['Action', 'Thriller']","['Comedy', 'Horror']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
