filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
47metersdown.jpg,0.942944,0.96359366,0.013993202,0.00023633514,0.007879461,0.0019775399,0.014703723,0.00073648646,0.0031066327,0.26961523,0.0072682807,0.029711854,0.0010330633,0.016324531,0.00015525261,0.053966366,0.00036815295,0.011125612,0.00068729674,0.00012029077
adogsjourneymovie.jpg,0.00077687873,0.98962027,0.00091056613,0.0013375952,0.99564856,0.00096902595,0.0010842652,0.99725974,0.0003801847,8.2786064e-05,0.0015173734,0.00015920977,0.0021922397,0.00015596497,0.003361038,0.00030786073,0.00027871862,0.0005004406,0.008243474,9.9015255e-05
aftermathmovie.jpg,0.031293135,0.5720674,0.00078267616,0.15686901,0.004744794,0.0044618454,0.00074653287,0.871542,0.042744916,0.0022233236,0.011237893,0.00039439925,0.025283754,0.0044901813,0.14368656,0.016139746,0.0004812966,0.0035964125,0.14558606,0.011438034
aftermovie.jpg,0.03336771,0.18580052,0.0059092343,0.0967085,0.008363981,0.0048235995,0.009223138,0.100076444,0.015326267,0.064889304,0.019924114,0.009522562,0.05626271,0.015413918,0.006517647,0.010043803,0.0018476001,0.006716945,0.015978873,0.0007682607
alitamovie.jpg,0.9999192,0.99948764,0.0020587996,0.00013636453,7.634591e-05,0.0029670717,0.0006409718,0.0007084432,0.0037176956,0.0011449788,0.00038070878,0.0009756446,0.0024693839,1.796254e-05,0.000114173214,0.979845,0.00013740193,0.0054707793,0.0008315916,0.0006560448
angelhasfallen.jpg,0.73731047,0.76000285,0.0031763632,0.0023552782,0.062805004,0.016224641,0.017517386,0.026535284,0.0060594114,0.012105614,0.007877296,0.028225128,0.0022513652,0.014887778,0.00169935,0.05034701,0.0030772344,0.020756055,0.01401456,0.002308646
angrybirdsmovie.jpg,0.0034317558,0.9998659,0.99998724,3.6040967e-06,0.98617166,0.00042735756,0.0006407537,0.00012566961,0.00070296077,6.620658e-05,3.651951e-05,0.00025004632,0.00014305225,5.1634386e-05,0.00020770122,3.6467372e-05,0.00016615914,6.121411e-05,7.7727476e-05,1.3611939e-05
annabellemovie.jpg,0.597126,0.99732,0.052744843,7.016917e-05,0.0051168064,0.00044450766,0.00068196934,0.0002741921,0.00882777,0.72965485,0.00030597285,0.13954994,0.0008618446,0.007967368,0.0005146151,0.027954161,0.0006206956,0.02450404,0.000164577,5.163749e-05
annamovie.jpg,0.088779576,0.30999988,0.0014783314,0.00060705934,0.078091994,0.0022310184,0.00052082475,0.0001467735,0.0014538815,0.019683553,0.0016174351,0.30904555,0.00057594443,0.30831,0.0017082152,0.13172884,0.0007145171,0.035262898,0.00012840808,0.00039009558
apollo11movie.jpg,0.26326874,0.124227,0.011674377,0.015153405,0.0054754484,0.018854072,0.5582746,0.11874927,0.005278797,0.012475247,0.25737193,0.34585688,0.006087286,0.105636604,0.00038339265,0.24815883,0.010478431,0.26379812,0.021237647,0.0022365768
