filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0328810.mp4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt10005184.mp4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10017502.mp4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt10043732.mp4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt10048096.mp4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt10059624.mp4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10077620.mp4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt10116528.mp4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10160782.mp4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tt10178206.mp4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt10182822.mp4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt10186696.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt10212512.mp4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt10233502.mp4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
tt10233504.mp4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
tt10298956.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt10322976.mp4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt10341190.mp4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
tt10344086.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt10379122.mp4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10384542.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tt10396038.mp4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt10443766.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt10450770.mp4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt10465998.mp4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt10505100.mp4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tt10541096.mp4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
tt10550990.mp4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt10637886.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt10675920.mp4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10693740.mp4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt10758262.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt10782442.mp4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
tt10796470.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt10837312.mp4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10911666.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt10933674.mp4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1226837.mp4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1235187.mp4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
tt1255919.mp4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
